ID,SITE,LAT,LON,AZI,TYPE,DEPTH,QUALITY,REGIME,LOCALITY,COUNTRY,DATE,TIME,NUMBER,SD,METHOD,S1AZ,S1PL,S2AZ,S2PL,S3AZ,S3PL,MAG_INT_S1,SLOPES1,MAG_INT_S2,SLOPES2,MAG_INT_S3,SLOPES3,PORE_MAGIN,PORE_SLOPE,MAG_TYPE,EQ_MAG,MOM,MOM_EXP,EQ_AVG,TOT_LEN,SD_WEIGHT,SAMP_INT,TOP,BOT,NO_MAG_VEN,YOUNG,POISSON,ROCK,AGE,RATIO,DIPAZ,DIP,REF1,REF2,REF3,REF4,COMMENT,LAST_MOD,PLATE,BOUNDARY,DIST,PBE,NEW,ISO
wsm39880,,35.210,128.590,999,FMS,3.20,E,U,,Korea - Republic of,20070527,15:51:59,,,,113,39,238,35,353,32,,,,,,,,,ML,2.1,,,,,,,,,,,,,,,,,HONGCH2012,,,,,20150814,AM,CRB,220,NO,YES,
wsm39892,,36.890,126.620,76,FMS,4.90,C,NF,,Korea - Republic of,20070722,04:49:28,,,,47,64,256,23,161,11,,,,,,,,,ML,2.6,,,,,,,,,,,,,,,,,HONGCH2012,,,,,20150814,AM,CRB,49,NO,YES,
wsm39911,,37.440,128.910,65,FMS,1.20,C,NF,,Korea - Republic of,20071016,05:59:04,,,,271,54,65,34,164,12,,,,,,,,,ML,2.9,,,,,,,,,,,,,,,,,HONGCH2012,,,,,20150814,AM,CRB,259,NO,YES,
wsm39972,,35.570,128.620,67,FMS,5.40,D,TS,,Korea - Republic of,20080621,14:30:13,,,,247,12,146,42,350,45,,,,,,,,,ML,2.2,,,,,,,,,,,,,,,,,HONGCH2012,,,,,20150814,AM,CRB,224,NO,YES,
wsm40031,,36.330,127.250,62,FMS,6.00,C,SS,,Korea - Republic of,20081029,00:26:15,,,,240,11,106,75,332,11,,,,,,,,,ML,3.4,,,,,,,,,,,,,,,,,HONGCH2012,,,,,20150814,AM,CRB,102,NO,YES,
wsm40034,,37.070,129.140,999,FMS,4.70,E,U,,Korea - Republic of,20081105,09:12:31,,,,227,20,339,45,120,38,,,,,,,,,ML,2.4,,,,,,,,,,,,,,,,,HONGCH2012,,,,,20150814,AM,CRB,273,NO,YES,
wsm40066,,36.480,128.100,89,FMS,10.00,D,SS,,Korea - Republic of,20090101,06:58:11,,,,89,15,328,63,185,22,,,,,,,,,ML,2.2,,,,,,,,,,,,,,,,,HONGCH2012,,,,,20150814,AM,CRB,178,NO,YES,
wsm40071,,35.260,127.430,68,FMS,18.10,C,SS,,Korea - Republic of,20090212,20:46:17,,,,74,17,204,64,338,19,,,,,,,,,ML,2.9,,,,,,,,,,,,,,,,,HONGCH2012,,,,,20150814,AM,CRB,115,NO,YES,
wsm40082,,38.130,127.090,51,FMS,4.90,C,NF,,Korea - Republic of,20090326,13:21:25,,,,75,67,231,22,324,9,,,,,,,,,ML,2.7,,,,,,,,,,,,,,,,,HONGCH2012,,,,,20150814,AM,CRB,113,NO,YES,
wsm40086,,35.430,128.230,57,FMS,12.10,D,TF,,Korea - Republic of,20090421,08:44:58,,,,57,21,155,20,285,61,,,,,,,,,ML,2.0,,,,,,,,,,,,,,,,,HONGCH2012,,,,,20150814,AM,CRB,188,NO,YES,
wsm40091,,36.550,128.710,70,FMS,10.00,C,TS,,Korea - Republic of,20090501,22:58:28,,,,70,14,326,46,172,41,,,,,,,,,ML,4.0,,,,,,,,,,,,,,,,,HONGCH2012,,,,,20150814,AM,CRB,233,NO,YES,
wsm40093,,36.550,128.710,74,FMS,13.10,C,SS,,Korea - Republic of,20090502,03:28:29,,,,76,29,250,61,344,2,,,,,,,,,ML,2.6,,,,,,,,,,,,,,,,,HONGCH2012,,,,,20150814,AM,CRB,233,NO,YES,
wsm40133,,34.780,127.920,76,FMS,10.40,C,TS,,Korea - Republic of,20091114,12:57:57,,,,256,4,162,46,350,44,,,,,,,,,ML,2.5,,,,,,,,,,,,,,,,,HONGCH2012,,,,,20150814,AM,CRB,156,NO,YES,
wsm40136,,36.080,126.930,57,FMS,8.00,D,TS,,Korea - Republic of,20091116,20:38:49,,,,237,8,334,40,138,49,,,,,,,,,ML,2.3,,,,,,,,,,,,,,,,,HONGCH2012,,,,,20150814,AM,CRB,73,NO,YES,
wsm40137,,36.710,128.590,80,FMS,1.20,C,SS,,Korea - Republic of,20091203,20:14:53,,,,80,5,237,85,350,2,,,,,,,,,ML,2.8,,,,,,,,,,,,,,,,,HONGCH2012,,,,,20150814,AM,CRB,222,NO,YES,
wsm40146,,36.580,128.190,84,FMS,14.60,D,TF,,Korea - Republic of,20100123,08:54:14,,,,264,16,4,30,150,55,,,,,,,,,ML,2.1,,,,,,,,,,,,,,,,,HONGCH2012,,,,,20150814,AM,CRB,186,NO,YES,
wsm40149,,37.450,126.800,66,FMS,11.10,C,SS,,Korea - Republic of,20100209,09:08:14,,,,69,24,236,66,336,5,,,,,,,,,ML,3.0,,,,,,,,,,,,,,,,,HONGCH2012,,,,,20150814,AM,CRB,75,NO,YES,
wsm40154,,36.740,127.070,59,FMS,12.70,D,SS,,Korea - Republic of,20100221,12:17:02,,,,239,0,329,83,149,7,,,,,,,,,ML,2.3,,,,,,,,,,,,,,,,,HONGCH2012,,,,,20150814,AM,CRB,86,NO,YES,
wsm40192,,36.470,127.130,77,FMS,11.50,D,SS,,Korea - Republic of,20100705,18:44:14,,,,77,12,322,63,172,24,,,,,,,,,ML,2.3,,,,,,,,,,,,,,,,,HONGCH2012,,,,,20150814,AM,CRB,91,NO,YES,
wsm42395,,35.322,129.005,79,HF,0.19,B,TF,Yangsan,Korea - Republic of,,,5,7,BHTV,,,,,,,,,,,,,,,,,,,,,,,100,287,,,,granite,,,,,CHANJO2015,,,,test depths: 100  148  183  249 and 287m,20151204,AM,CRB,258,NO,YES,
wsm42396,,37.667,126.341,45,HF,0.21,C,TF,Seokmo,Korea - Republic of,,,4,14,BHTV,,,,,,,,,,,,,,,,,,,,,,,140,273,,,,granite,,,,,CHANJO2015,,,,test depths: 140  171  215 and 273 m,20151204,AM,CRB,40,NO,YES,
wsm42397,,37.667,126.341,77,HF,0.36,D,TF,Seokmo,Korea - Republic of,,,3,10,BHTV,,,,,,,,,,,,,,,,,,,,,,,336,390,,,,granite,,,,,CHANJO2015,,,,test depths: 336  ? And 390,20151204,AM,CRB,40,NO,YES,
